employee_id,department,job_level,location,hire_date,tenure_months,performance_rating,manager_id,status,is_active,exit_date,base_salary,band_min,band_mid,band_max,market_benchmark_salary,comp_to_market_ratio,band_penetration,last_merit_increase_pct,months_since_last_raise,attrition_flag,benchmark_imputed,salary_imputed,performance_imputed,salary_corrected
DF-100374,Product,L1 - Junior,Berlin,2021-04-05,57,5.0,DF-100102,Active,True,,46920.0,46798.0,57071.0,67344.0,57071.0,0.8221,0.0059,5.33,12,0,True,False,False,False
DF-100260,Support,L1 - Junior,Remote-DE,2024-12-02,13,5.0,DF-100578,Terminated,False,2025-11-20,34383.0,30611.0,37331.0,44050.0,37331.0,0.921,0.2807,7.26,16,1,True,False,False,False
DF-100558,Engineering,L5 - Manager,Lisbon,2024-06-03,19,5.0,DF-100581,Active,True,,135307.0,111447.0,135911.0,160375.0,132823.0,1.0187,0.4877,1.92,24,0,False,False,False,False
DF-100589,Sales,L1 - Junior,Hamburg,2018-10-06,87,2.0,DF-100350,Active,True,,52875.0,42513.0,51845.0,61177.0,51109.0,1.0346,0.5552,6.0,15,0,False,False,False,False
DF-100121,Sales,L3 - Senior,Munich,2023-07-04,30,5.0,DF-100615,Active,True,,106666.0,84957.0,103607.0,122256.0,92083.0,1.1584,0.582,2.05,2,0,False,False,False,False
DF-100049,Sales,L2 - Mid,Remote-DE,2024-08-03,17,4.0,DF-100673,Active,True,,61097.0,54414.0,66359.0,78303.0,58525.0,1.0439,0.2798,3.69,12,0,False,False,False,False
DF-100483,Product,L1 - Junior,London,2024-07-03,18,5.0,DF-100075,Active,True,,69183.0,54641.0,66635.0,78630.0,66635.0,1.0382,0.6062,2.06,24,0,True,False,False,False
DF-100333,Support,L1 - Junior,Lisbon,2021-02-03,59,3.0,DF-100054,Active,True,,36063.0,25847.0,31521.0,37194.0,32087.0,1.1239,0.9003,4.9,17,0,False,False,False,False
DF-100428,Product,L2 - Mid,London,2024-05-03,20,3.0,DF-100075,Active,True,,85530.0,74836.0,91264.0,107691.0,87294.0,0.9798,0.3255,1.2,6,0,False,False,False,False
DF-100318,People/HR,L2 - Mid,London,2025-02-01,11,4.0,DF-100418,Active,True,,70832.0,57563.0,70199.0,82835.0,69033.0,1.0261,0.525,4.68,9,0,False,False,False,False
DF-100363,Data & Analytics,L3 - Senior,Lisbon,2021-06-04,55,4.0,DF-100627,Active,True,,88353.0,70236.0,85653.0,101071.0,84131.0,1.0502,0.5875,3.69,15,0,False,False,False,False
DF-100509,People/HR,L1 - Junior,London,2022-11-03,38,2.0,DF-100564,Active,True,,45771.0,42760.0,52146.0,61532.0,51692.0,0.8855,0.1604,1.07,11,0,False,False,False,False
DF-100618,People/HR,L2 - Mid,Remote-DE,2023-12-03,25,3.0,DF-100140,Active,True,,61792.0,47505.0,57933.0,68361.0,57871.0,1.0678,0.685,2.6,13,0,False,False,False,False
DF-100560,Finance,L1 - Junior,Munich,2023-10-04,27,4.0,DF-100173,Active,True,,57707.0,42980.0,52414.0,61849.0,55879.0,1.0327,0.7805,5.76,5,0,False,False,False,False
DF-100116,Support,L3 - Senior,Munich,2024-05-03,20,4.0,DF-100676,Active,True,,73188.0,62371.0,76063.0,89754.0,78049.0,0.9377,0.395,7.44,10,0,False,False,False,False
DF-100484,Product,L2 - Mid,Hamburg,2021-10-04,51,5.0,DF-100075,Active,True,,75432.0,66843.0,81516.0,96188.0,81275.0,0.9281,0.2927,2.58,9,0,False,False,False,False
DF-100533,Marketing,L1 - Junior,London,2022-11-03,38,5.0,DF-100285,Terminated,False,2025-06-09,46877.0,42537.0,51875.0,61212.0,52633.0,0.8906,0.2324,0.24,12,1,False,True,False,False
DF-100433,Marketing,L4 - Lead,Munich,2023-05-05,32,5.0,DF-100621,Active,True,,119950.0,90179.0,109975.0,129770.0,116235.0,1.032,0.752,3.99,13,0,False,False,False,False
DF-100310,Operations,L2 - Mid,Berlin,2021-07-05,54,3.0,DF-100123,Active,True,,50356.0,48738.0,59437.0,70135.0,54246.0,0.9283,0.0756,7.54,11,0,False,False,False,False
DF-100474,Operations,L2 - Mid,Munich,2023-01-03,36,5.0,DF-100156,Active,True,,66549.0,51378.0,62656.0,73934.0,62656.0,1.0621,0.6726,5.22,14,0,True,False,False,False
DF-100207,Data & Analytics,L2 - Mid,Berlin,2022-09-03,40,3.0,DF-100442,Active,True,,78313.0,64131.0,78208.0,92285.0,84257.0,0.9295,0.5037,5.59,16,0,False,False,False,False
DF-100614,Support,L2 - Mid,Hamburg,2023-12-03,25,4.0,DF-100246,Active,True,,51721.0,42416.0,51727.0,61037.0,49952.0,1.0354,0.4997,2.63,22,0,False,False,False,False
DF-100452,Sales,L1 - Junior,Lisbon,2022-06-04,43,3.0,DF-100095,Active,True,,51375.0,35388.0,43156.0,50925.0,47341.0,1.0852,1.029,2.58,19,0,False,False,False,False
DF-100062,People/HR,L2 - Mid,Remote-DE,2021-10-04,51,3.0,DF-100564,Active,True,,57755.0,48169.0,58743.0,69317.0,62102.0,0.93,0.4533,3.33,10,0,False,False,False,False
DF-100535,Engineering,L2 - Mid,Lisbon,2024-09-02,16,4.0,DF-100558,Active,True,,73619.0,56663.0,69102.0,81540.0,69102.0,1.0654,0.6816,4.16,18,0,True,False,False,False
DF-100223,Support,L2 - Mid,Berlin,2025-03-03,10,3.0,DF-100473,Active,True,,40867.0,40867.0,49837.0,58808.0,45444.0,0.8993,0.0,2.79,2,0,False,False,False,False
DF-100135,Sales,L2 - Mid,Lisbon,2021-01-03,60,3.0,DF-100524,Active,True,,64622.0,49138.0,59925.0,70711.0,56529.0,1.1432,0.7177,4.56,15,0,False,False,False,False
DF-100385,Finance,L1 - Junior,Remote-DE,2024-01-03,24,2.0,DF-100536,Active,True,,49466.0,38700.0,47195.0,55690.0,52874.0,0.9355,0.6337,10.74,17,0,False,False,False,False
DF-100582,Marketing,L3 - Senior,Munich,2020-03-05,70,1.0,DF-100331,Active,True,,94563.0,71708.0,87448.0,103189.0,91943.0,1.0285,0.726,3.16,20,0,False,False,False,False
DF-100353,Support,L6 - Director,Lisbon,2023-03-05,34,2.0,DF-100103,Active,True,,115394.0,91711.0,111843.0,131974.0,116249.0,0.9926,0.5882,1.78,11,0,False,False,False,False
DF-100345,Sales,L2 - Mid,Hamburg,2024-10-02,15,3.0,DF-100367,Terminated,False,2025-09-06,72503.0,57287.0,69862.0,82437.0,69862.0,1.0378,0.605,0.71,24,1,True,False,False,False
DF-100334,Engineering,L3 - Senior,Hamburg,2022-08-04,41,3.0,DF-100523,Active,True,,114496.0,90227.0,110033.0,129839.0,106725.0,1.0728,0.6127,4.22,4,0,False,False,False,False
DF-100331,Marketing,L6 - Director,London,2021-07-05,54,3.0,DF-100291,Active,True,,198805.0,145077.0,176924.0,208770.0,184736.0,1.0762,0.8435,3.95,10,0,False,False,False,False
DF-100090,Product,L3 - Senior,London,2023-11-03,26,3.0,DF-100531,Active,True,,105568.0,100839.0,122975.0,145110.0,125825.0,0.839,0.1068,2.86,19,0,False,False,False,False
DF-100550,Engineering,L1 - Junior,Lisbon,2020-06-05,67,3.0,DF-100251,Active,True,,53225.0,39554.0,48236.0,56919.0,48236.0,1.1034,0.7873,0.78,13,0,True,False,False,False
DF-100029,Support,L2 - Mid,Remote-DE,2020-02-04,71,5.0,DF-100255,Active,True,,53397.0,40585.0,49493.0,58402.0,48833.0,1.0935,0.7191,2.26,24,0,False,False,False,False
DF-100419,Marketing,L4 - Lead,Hamburg,2023-11-03,26,3.0,DF-100433,Active,True,,109726.0,88646.0,108105.0,127564.0,117852.0,0.931,0.5417,7.2,17,0,False,False,False,False
DF-100487,Support,L3 - Senior,Munich,2022-05-05,44,2.0,DF-100676,Terminated,False,2024-09-13,78906.0,61253.0,74698.0,88144.0,76725.0,1.0284,0.6565,2.56,24,1,False,False,False,False
DF-100224,Product,L2 - Mid,Hamburg,2022-07-05,42,4.0,DF-100170,Active,True,,75544.0,64965.0,79226.0,93486.0,79226.0,0.9535,0.3709,4.27,8,0,True,False,False,False
DF-100351,Engineering,L2 - Mid,Hamburg,2021-02-03,59,4.0,DF-100132,Terminated,False,2024-12-02,77904.0,64492.0,78649.0,92805.0,93731.0,0.8311,0.4737,2.72,17,1,False,False,False,False
DF-100629,Support,L1 - Junior,Munich,2023-06-04,31,5.0,DF-100594,Terminated,False,2025-04-26,34906.0,33493.0,40845.0,48197.0,43953.0,0.7942,0.0961,3.93,12,1,False,False,False,False
DF-100185,Sales,L1 - Junior,Remote-DE,2020-12-04,61,3.0,DF-100673,Terminated,False,2024-09-16,46520.0,42393.0,51698.0,61004.0,51698.0,0.8998,0.2218,1.07,25,1,True,False,False,False
DF-100417,People/HR,L1 - Junior,Munich,2022-02-03,47,2.0,DF-100026,Active,True,,47154.0,37464.0,45687.0,53911.0,44960.0,1.0488,0.5892,4.56,0,0,False,False,False,False
DF-100459,Support,L2 - Mid,Hamburg,2024-01-03,24,4.0,DF-100255,Active,True,,51776.0,44243.0,53955.0,63667.0,50014.0,1.0352,0.3878,3.86,13,0,False,False,False,False
DF-100648,People/HR,L3 - Senior,Berlin,2019-12-05,73,3.0,DF-100140,Active,True,,71563.0,64625.0,78811.0,92997.0,80668.0,0.8871,0.2445,5.95,13,0,False,False,False,False
DF-100160,Support,L1 - Junior,Remote-DE,2024-12-02,13,3.0,DF-100373,Active,True,,33986.0,29758.0,36291.0,42823.0,33605.0,1.0113,0.3236,5.88,5,0,False,False,False,False
DF-100608,Finance,L2 - Mid,Lisbon,2024-04-03,21,3.0,DF-100150,Active,True,,57937.0,45001.0,54879.0,64758.0,53955.0,1.0738,0.6548,4.24,10,0,False,False,False,False
DF-100285,Marketing,L5 - Manager,Lisbon,2023-03-05,34,3.0,DF-100433,Active,True,,108892.0,83655.0,102019.0,120382.0,97236.0,1.1199,0.6872,1.95,10,0,False,False,False,False
DF-100103,Support,L4 - Lead,Munich,2023-10-04,27,4.0,DF-100246,Terminated,False,2025-06-19,76769.0,76769.0,93621.0,110473.0,87761.0,0.8748,0.0,1.55,22,1,False,False,False,False
DF-100593,Sales,L1 - Junior,London,2025-10-02,3,3.0,DF-100235,Terminated,False,2025-12-06,53453.0,48059.0,58608.0,69158.0,58412.0,0.9151,0.2557,3.77,3,1,False,False,False,False
DF-100245,People/HR,L3 - Senior,Remote-DE,2021-02-03,59,3.0,DF-100026,Active,True,,81038.0,63917.0,77948.0,91979.0,73245.0,1.1064,0.6101,2.63,19,0,False,False,False,False
DF-100488,Engineering,L3 - Senior,Munich,2023-01-03,36,5.0,DF-100052,Active,True,,120353.0,96853.0,118114.0,139374.0,119771.0,1.0049,0.5527,2.86,13,0,False,False,False,False
DF-100165,Data & Analytics,L2 - Mid,Hamburg,2020-11-04,62,5.0,DF-100379,Active,True,,74505.0,64079.0,78145.0,92211.0,81779.0,0.9111,0.3706,0.0,12,0,False,False,False,False
DF-100611,Operations,L4 - Lead,Remote-DE,2024-05-03,20,3.0,DF-100490,Terminated,False,2025-04-22,78800.0,77471.0,94477.0,111483.0,107656.0,0.732,0.0391,1.36,28,1,False,False,False,False
DF-100080,Support,L2 - Mid,Munich,2023-05-05,32,5.0,DF-100255,Active,True,,54192.0,45450.0,55426.0,65403.0,55025.0,0.9849,0.4381,0.79,19,0,False,False,False,False
DF-100289,Support,L2 - Mid,London,2021-02-03,59,4.0,DF-100322,Active,True,,65526.0,49830.0,60768.0,71706.0,53276.0,1.2299,0.7175,4.96,17,0,False,False,False,False
DF-100406,Data & Analytics,L3 - Senior,Hamburg,2019-04-06,81,4.0,DF-100442,Active,True,,105947.0,83313.0,101602.0,119890.0,101739.0,1.0414,0.6188,3.71,9,0,False,False,False,False
DF-100003,Sales,L2 - Mid,Munich,2021-09-04,52,4.0,DF-100350,Active,True,,69615.0,62366.0,76056.0,89746.0,71667.0,0.9714,0.2648,2.87,17,0,False,False,False,False
DF-100512,People/HR,L3 - Senior,Lisbon,2021-10-04,51,4.0,DF-100436,Active,True,,77178.0,54075.0,65945.0,77815.0,65945.0,1.1703,0.9732,1.68,13,0,True,False,False,False
DF-100009,Marketing,L1 - Junior,Lisbon,2023-09-03,28,3.0,DF-100600,Active,True,,39886.0,30443.0,37126.0,43808.0,34699.0,1.1495,0.7065,5.88,11,0,False,False,False,False
DF-100411,Operations,L3 - Senior,Remote-DE,2021-04-05,57,4.0,DF-100182,Active,True,,81842.0,60491.0,73769.0,87048.0,67017.0,1.2212,0.804,2.28,23,0,False,False,False,False
DF-100529,Customer Success,L1 - Junior,Remote-DE,2019-05-06,80,5.0,DF-100453,Active,True,,40177.0,36281.0,44245.0,52209.0,41991.0,0.9568,0.2446,3.31,14,0,False,False,False,False
DF-100277,Marketing,L3 - Senior,Berlin,2022-11-03,38,3.0,DF-100079,Active,True,,74402.0,67021.0,81733.0,96445.0,78917.0,0.9428,0.2508,5.25,16,0,False,False,False,False
DF-100523,Engineering,L4 - Lead,Remote-DE,2010-05-10,188,4.0,DF-100346,Active,True,,145643.0,110544.0,134809.0,159075.0,134967.0,1.0791,0.7232,0.78,15,0,False,False,False,False
DF-100179,Engineering,L2 - Mid,Munich,2023-11-03,26,4.0,DF-100581,Active,True,,92775.0,70421.0,85879.0,101337.0,84462.0,1.0984,0.7231,0.61,24,0,False,False,False,False
DF-100375,Product,L1 - Junior,Munich,2019-01-05,84,3.0,DF-100528,Terminated,False,2025-12-02,50363.0,50363.0,61418.0,72474.0,66906.0,0.7527,0.0,5.32,17,1,False,False,False,False
DF-100615,Sales,L4 - Lead,Lisbon,2025-08-02,5,2.0,DF-100673,Active,True,,94354.0,80940.0,98708.0,116475.0,98708.0,0.9559,0.3775,6.44,5,0,True,False,False,False
DF-100218,Support,L3 - Senior,Remote-DE,2024-09-02,16,4.0,DF-100676,Active,True,,70862.0,56505.0,68909.0,81313.0,65544.0,1.0811,0.5787,3.49,15,0,False,False,False,False
DF-100458,Operations,L6 - Director,Hamburg,2018-04-06,93,4.0,DF-100427,Active,True,,131498.0,123672.0,150819.0,177967.0,135917.0,0.9675,0.1441,2.33,11,0,False,False,False,False
DF-100304,Customer Success,L1 - Junior,Hamburg,2021-05-05,56,4.0,DF-100617,Terminated,False,2025-03-20,37294.0,36585.0,44616.0,52647.0,43529.0,0.8568,0.0441,1.26,18,1,False,False,False,False
DF-100307,Sales,L3 - Senior,London,2024-04-03,21,4.0,DF-100034,Active,True,,93601.0,90817.0,110752.0,130687.0,99300.0,0.9426,0.0698,5.45,10,0,False,False,False,False
DF-100481,Finance,L1 - Junior,Munich,2023-06-04,31,3.0,DF-100536,Active,True,,53629.0,41739.0,50901.0,60063.0,50901.0,1.0536,0.6489,5.68,1,0,True,False,True,False
DF-100197,Engineering,L1 - Junior,Lisbon,2024-12-02,13,3.0,DF-100581,Active,True,,45463.0,39748.0,48473.0,57199.0,45586.0,0.9973,0.3275,4.87,5,0,False,False,False,False
DF-100040,Product,L6 - Director,Berlin,2022-06-04,43,4.0,DF-100528,Active,True,,191967.0,160474.0,195701.0,230927.0,200203.0,0.9589,0.447,1.25,11,0,False,False,False,False
DF-100565,People/HR,L1 - Junior,Remote-DE,2022-10-04,39,3.0,DF-100658,Terminated,False,2025-04-13,37026.0,34545.0,42128.0,49711.0,47174.0,0.7849,0.1636,2.66,16,1,False,False,False,False
DF-100005,Support,L1 - Junior,Munich,2023-11-03,26,3.0,DF-100296,Active,True,,43489.0,32490.0,39622.0,46754.0,34954.0,1.2442,0.7711,5.62,17,0,False,False,False,False
DF-100261,Support,L2 - Mid,Hamburg,2025-10-02,3,3.0,DF-100296,Active,True,,42366.0,42366.0,51666.0,60966.0,52089.0,0.8133,0.0,2.54,3,0,False,False,False,False
DF-100214,Finance,L1 - Junior,Remote-DE,2018-09-05,88,3.0,DF-100643,Active,True,,49457.0,38030.0,46379.0,54727.0,51480.0,0.9607,0.6844,5.16,11,0,False,True,False,False
DF-100355,Product,L2 - Mid,Remote-DE,2025-04-03,9,3.0,DF-100102,Active,True,,70100.0,62019.0,75633.0,89247.0,69198.0,1.013,0.2968,5.45,2,0,False,False,False,False
DF-100350,Sales,L5 - Manager,Munich,2023-07-04,30,3.0,DF-100615,Active,True,,158835.0,126647.0,154448.0,182248.0,160698.0,0.9884,0.5789,1.43,12,0,False,False,False,False
DF-100038,Operations,L3 - Senior,Remote-DE,2023-02-02,35,3.0,DF-100611,Active,True,,77507.0,64002.0,78051.0,92100.0,85446.0,0.9071,0.4806,1.24,10,0,False,False,False,False
DF-100311,Customer Success,L3 - Senior,Munich,2023-12-03,25,4.0,DF-100126,Terminated,False,2024-12-24,68819.0,68819.0,83926.0,99033.0,84686.0,0.8126,0.0,4.43,14,1,False,False,False,False
DF-100579,Marketing,L6 - Director,Lisbon,2014-01-07,144,3.0,DF-100265,Active,True,,122269.0,105615.0,128799.0,151983.0,128799.0,0.9493,0.3592,6.23,11,0,True,False,False,False
DF-100262,Sales,L2 - Mid,London,2022-02-03,47,3.0,DF-100122,Active,True,,85378.0,70024.0,85395.0,100766.0,87209.0,0.979,0.4994,3.54,11,0,False,False,False,False
DF-100646,Product,L6 - Director,Hamburg,2013-10-08,147,3.0,DF-100102,Active,True,,224471.0,168740.0,205780.0,242820.0,179769.0,1.2487,0.7523,1.7,22,0,False,False,False,False
DF-100346,Engineering,L5 - Manager,Munich,2021-07-05,54,4.0,DF-100558,Active,True,,195380.0,138578.0,168998.0,199417.0,164564.0,1.1873,0.9336,0.88,12,0,False,False,False,False
DF-100162,Support,L3 - Senior,Munich,2021-08-04,53,3.0,DF-100353,Terminated,False,2025-01-04,60730.0,60730.0,74061.0,87392.0,68963.0,0.8806,0.0,0.41,20,1,False,False,False,False
DF-100067,Marketing,L1 - Junior,Munich,2021-05-05,56,3.0,DF-100175,Active,True,,49038.0,39114.0,47700.0,56286.0,48228.0,1.0168,0.5779,0.0,4,0,False,False,False,False
DF-100124,Product,L2 - Mid,Lisbon,2020-12-04,61,3.0,DF-100352,Active,True,,62762.0,52817.0,64411.0,76005.0,62708.0,1.0009,0.4289,1.38,19,0,False,False,False,False
DF-100039,Data & Analytics,L3 - Senior,Lisbon,2022-03-05,46,2.0,DF-100019,Active,True,,86073.0,67892.0,82795.0,97698.0,76764.0,1.1213,0.61,6.06,3,0,False,False,False,False
DF-100004,Sales,L2 - Mid,Remote-DE,2022-08-04,41,3.0,DF-100235,Active,True,,74799.0,57406.0,70008.0,82609.0,70339.0,1.0634,0.6901,3.56,5,0,False,False,False,False
DF-100033,Sales,L1 - Junior,Munich,2019-01-05,84,3.0,DF-100615,Terminated,False,2025-11-10,50515.0,46370.0,56549.0,66727.0,56549.0,0.8933,0.2036,4.6,9,1,True,False,False,False
DF-100584,Marketing,L4 - Lead,Hamburg,2024-01-03,24,3.0,DF-100291,Active,True,,111374.0,88443.0,107858.0,127272.0,107858.0,1.0326,0.5906,1.86,18,0,True,False,False,False
DF-100147,Data & Analytics,L4 - Lead,Hamburg,2021-05-05,56,4.0,DF-100619,Active,True,,137726.0,106724.0,130151.0,153578.0,130575.0,1.0548,0.6617,6.46,15,0,False,False,False,False
DF-100412,Customer Success,L2 - Mid,Hamburg,2023-02-02,35,5.0,DF-100035,Active,True,,70501.0,51240.0,62488.0,73735.0,59213.0,1.1906,0.8562,3.88,18,0,False,False,False,False
DF-100460,Engineering,L2 - Mid,Munich,2025-05-03,8,5.0,DF-100346,Active,True,,88322.0,72811.0,88794.0,104777.0,95096.0,0.9288,0.4852,0.9,3,0,False,False,False,False
DF-100602,Finance,L2 - Mid,Remote-DE,2021-11-03,50,3.0,DF-100173,Active,True,,59045.0,50762.0,61905.0,73048.0,61575.0,0.9589,0.3717,5.18,4,0,False,False,False,False
DF-100495,Support,L3 - Senior,Remote-DE,2021-10-04,51,3.0,DF-100296,Active,True,,78280.0,56447.0,68837.0,81228.0,60919.0,1.285,0.881,1.78,12,0,False,False,False,False
DF-100397,Support,L1 - Junior,London,2023-09-03,28,2.0,DF-100296,Terminated,False,2025-07-24,43899.0,34578.0,42168.0,49759.0,43701.0,1.0045,0.614,1.27,14,1,False,False,False,False
DF-100506,Marketing,L1 - Junior,Lisbon,2025-10-02,3,5.0,DF-100291,Active,True,,33276.0,30880.0,37659.0,44438.0,35302.0,0.9426,0.1767,4.47,3,0,False,False,False,False
DF-100031,Product,L2 - Mid,Remote-DE,2022-05-05,44,2.0,DF-100531,Active,True,,74774.0,59489.0,72548.0,85606.0,72914.0,1.0255,0.5853,3.02,1,0,False,False,False,False
DF-100236,Operations,L2 - Mid,Remote-DE,2023-06-04,31,4.0,DF-100679,Terminated,False,2024-11-11,55018.0,47731.0,58208.0,68686.0,63959.0,0.8602,0.3477,0.96,21,1,False,False,False,False
DF-100410,Customer Success,L3 - Senior,Munich,2024-07-03,18,5.0,DF-100626,Active,True,,102687.0,71519.0,87218.0,102917.0,81702.0,1.2568,0.9927,1.45,15,0,False,False,False,False
DF-100446,Product,L2 - Mid,Hamburg,2022-09-03,40,4.0,DF-100352,Active,True,,71164.0,65623.0,80028.0,94434.0,76996.0,0.9243,0.1923,5.08,12,0,False,False,False,False
DF-100553,Finance,L1 - Junior,Munich,2024-07-03,18,3.0,DF-100120,Active,True,,54037.0,40887.0,49862.0,58837.0,49310.0,1.0959,0.7326,8.18,6,0,False,False,False,False
DF-100095,Sales,L5 - Manager,Lisbon,2023-01-03,36,3.0,DF-100673,Active,True,,126312.0,94317.0,115021.0,135725.0,120645.0,1.047,0.7727,3.12,8,0,False,False,True,False
DF-100337,Engineering,L3 - Senior,Lisbon,2024-06-03,19,2.0,DF-100558,Active,True,,99170.0,72008.0,87815.0,103621.0,82960.0,1.1954,0.8592,1.75,7,0,False,False,False,False
DF-100423,Data & Analytics,L1 - Junior,London,2024-11-02,14,3.0,DF-100379,Active,True,,69545.0,52835.0,64433.0,76031.0,61283.0,1.1348,0.7204,2.41,4,0,False,False,False,False
DF-100187,Operations,L3 - Senior,Remote-DE,2022-09-03,40,4.0,DF-100356,Terminated,False,2024-09-19,63523.0,60983.0,74370.0,87757.0,83337.0,0.7622,0.0949,3.85,12,1,False,False,False,False
DF-100274,Support,L1 - Junior,Hamburg,2023-01-03,36,3.0,DF-100405,Terminated,False,2025-08-23,38780.0,32974.0,40212.0,47451.0,39027.0,0.9937,0.401,2.94,10,1,False,False,False,False
DF-100146,Customer Success,L2 - Mid,London,2023-10-04,27,3.0,DF-100626,Terminated,False,2025-06-09,69014.0,58869.0,71791.0,84713.0,73239.0,0.9423,0.3925,2.84,14,1,False,False,True,False
DF-100554,Customer Success,L2 - Mid,Munich,2020-05-05,68,4.0,DF-100626,Terminated,False,2025-12-10,58222.0,53405.0,65128.0,76851.0,65128.0,0.894,0.2055,4.51,8,1,True,False,False,False
DF-100074,Operations,L2 - Mid,Berlin,2024-03-04,22,4.0,DF-100458,Active,True,,54599.0,47541.0,57977.0,68413.0,59003.0,0.9254,0.3382,3.4,15,0,False,False,False,False
DF-100628,People/HR,L1 - Junior,Hamburg,2023-04-04,33,5.0,DF-100072,Active,True,,55469.0,37405.0,45616.0,53827.0,47143.0,1.1766,1.1,1.74,23,0,False,False,False,False
DF-100402,Customer Success,L1 - Junior,Hamburg,2019-10-05,75,2.0,DF-100453,Terminated,False,2024-08-22,51988.0,36879.0,44975.0,53070.0,44975.0,1.1559,0.9332,4.09,15,1,True,False,False,False
DF-100061,Data & Analytics,L2 - Mid,Lisbon,2022-09-03,40,2.0,DF-100546,Terminated,False,2024-10-07,51819.0,51819.0,63194.0,74569.0,66666.0,0.7773,0.0,5.87,6,1,False,False,False,False
DF-100664,Finance,L3 - Senior,Remote-DE,2018-04-06,93,5.0,DF-100150,Active,True,,85177.0,69133.0,84309.0,99485.0,82503.0,1.0324,0.5286,0.85,22,0,False,False,False,False
DF-100299,Customer Success,L3 - Senior,Remote-DE,2025-03-03,10,4.0,DF-100617,Terminated,False,2025-08-28,76203.0,67527.0,82350.0,97173.0,88167.0,0.8643,0.2927,2.14,7,1,False,False,False,False
DF-100076,Marketing,L3 - Senior,Remote-DE,2024-09-02,16,1.0,DF-100419,Active,True,,75443.0,64326.0,78446.0,92566.0,74311.0,1.0152,0.3937,3.15,22,0,False,False,False,False
DF-100323,Finance,L3 - Senior,Remote-DE,2024-05-03,20,3.0,DF-100536,Active,True,,87654.0,69060.0,84220.0,99379.0,82649.0,1.0606,0.6133,1.07,20,0,False,False,False,False
DF-100654,Customer Success,L2 - Mid,Munich,2018-07-06,90,3.0,DF-100178,Terminated,False,2024-09-23,65607.0,54966.0,67032.0,79098.0,64968.0,1.0098,0.4409,2.03,19,1,False,False,False,False
DF-100186,People/HR,L2 - Mid,Munich,2025-02-01,11,4.0,DF-100564,Terminated,False,2025-09-26,56655.0,52387.0,63886.0,75386.0,67316.0,0.8416,0.1856,1.97,28,1,False,False,False,False
DF-100362,People/HR,L2 - Mid,Lisbon,2024-12-02,13,4.0,DF-100026,Active,True,,45535.0,40633.0,49552.0,58471.0,46101.0,0.9877,0.2748,1.07,6,0,False,False,False,False
DF-100613,Data & Analytics,L5 - Manager,Munich,2023-11-03,26,4.0,DF-100467,Active,True,,154890.0,133725.0,163079.0,192433.0,150668.0,1.028,0.3605,6.1,12,0,False,False,False,False
DF-100435,Support,L2 - Mid,Remote-DE,2012-05-09,164,3.0,DF-100343,Terminated,False,2025-10-30,46951.0,40744.0,49687.0,58631.0,50311.0,0.9332,0.347,2.64,23,1,False,False,False,False
DF-100200,Customer Success,L3 - Senior,Hamburg,2024-02-02,23,4.0,DF-100617,Active,True,,93830.0,69381.0,84611.0,99841.0,82868.0,1.1323,0.8027,3.33,17,0,False,False,False,False
DF-100647,People/HR,L2 - Mid,Hamburg,2022-05-05,44,3.0,DF-100072,Active,True,,65407.0,51363.0,62638.0,73912.0,66741.0,0.98,0.6228,1.39,19,0,False,False,False,False
DF-100078,Customer Success,L1 - Junior,Hamburg,2022-04-04,45,2.0,DF-100178,Terminated,False,2025-06-08,45919.0,37600.0,45854.0,54108.0,46934.0,0.9784,0.5039,2.24,17,1,False,False,False,False
DF-100482,Sales,L2 - Mid,Remote-DE,2023-01-03,36,3.0,DF-100524,Active,True,,65819.0,57825.0,70519.0,83212.0,61407.0,1.0718,0.3149,8.15,11,0,False,False,False,False
DF-100042,Support,L3 - Senior,Berlin,2025-01-02,12,3.0,DF-100373,Terminated,False,2025-11-28,56972.0,55631.0,67842.0,80054.0,57998.0,0.9823,0.0549,8.07,10,1,False,False,False,False
DF-100133,People/HR,L3 - Senior,Hamburg,2024-09-02,16,4.0,DF-100418,Active,True,,89453.0,66862.0,81539.0,96216.0,77403.0,1.1557,0.7696,1.71,19,0,False,False,False,False
DF-100642,Sales,L1 - Junior,Berlin,2024-01-03,24,3.0,DF-100122,Active,True,,44002.0,42281.0,51562.0,60843.0,49372.0,0.8912,0.0927,2.88,14,0,False,False,False,False
DF-100552,Sales,L1 - Junior,Berlin,2021-06-04,55,4.0,DF-100350,Active,True,,54250.0,42173.0,51431.0,60688.0,48524.0,1.118,0.6523,1.51,13,0,False,False,False,False
DF-100250,People/HR,L3 - Senior,Munich,2020-06-05,67,4.0,DF-100418,Terminated,False,2025-08-25,70574.0,69158.0,84339.0,99520.0,84339.0,0.8368,0.0466,4.86,17,1,True,False,False,False
DF-100573,Customer Success,L1 - Junior,Berlin,2024-11-02,14,2.0,DF-100617,Terminated,False,2025-09-28,43705.0,35794.0,43651.0,51508.0,40246.0,1.0859,0.5034,3.56,16,1,False,False,False,False
DF-100360,Support,L2 - Mid,Munich,2023-05-05,32,2.0,DF-100373,Active,True,,59604.0,45641.0,55659.0,65678.0,60479.0,0.9855,0.6969,4.09,2,0,False,False,False,False
